"","data3.DspProbCodeDescription","data3.PrimaryProbDescription","Freq"
"2604","Organ Donor","Resp. Arrest",0
"2605","Organ Retrieval","Resp. Arrest",0
"2606","Other Cardiac","Resp. Arrest",0
"2607","Other Medical/Trauma","Resp. Arrest",0
"2608","Palpitations","Resp. Arrest",0
"2609","Paralysis/Spinal Trauma","Resp. Arrest",0
"2610","Poisoning/Toxic Exposure","Resp. Arrest",0
"2611","Resp. Arrest","Resp. Arrest",2
"2612","Resp. Disease","Resp. Arrest",0
"2613","Resp. Distress","Resp. Arrest",0
"2614","Seizure/Post Ictal","Resp. Arrest",0
"2615","Sepsis (Prev. Dx)","Resp. Arrest",0
"2616","Stroke/TIA","Resp. Arrest",0
"2617","Syncope","Resp. Arrest",0
"2618","Trauma Unknown (Dispatch Only)","Resp. Arrest",0
"2619","Traumatic Arrest","Resp. Arrest",0
"2620","Treatment - Diagnostic/Return","Resp. Arrest",0
"2621","Unconscious","Resp. Arrest",1
"2622","Unknown (Dispatch Only)","Resp. Arrest",0
"2623","","Resp. Disease",35
"2624","Abdominal Pain NYD","Resp. Disease",0
"2625","Abdominal Trauma","Resp. Disease",0
"2626","Airway Trauma","Resp. Disease",0
"2627","Alcohol Intoxication","Resp. Disease",0
"2628","Altered LOC","Resp. Disease",0
"2629","Anaphylaxis","Resp. Disease",0
"2630","Back Pain","Resp. Disease",0
"2631","Behaviour/Psychiatric","Resp. Disease",0
"2632","Cardiac Trauma","Resp. Disease",0
"2633","Cardiac/Medical Arrest","Resp. Disease",0
"2634","Chest Trauma","Resp. Disease",0
"2635","CHF","Resp. Disease",0
"2636","Confusion/Disorientation","Resp. Disease",0
"2637","Convalescent/Invalid/Return Home","Resp. Disease",0
"2638","Diabetic Emergency","Resp. Disease",1
"2639","Drug Overdose","Resp. Disease",0
"2640","Exposure","Resp. Disease",0
"2641","General Illness/Weakness","Resp. Disease",2
"2642","GI Problems/Pain/Vomiting/Nausea","Resp. Disease",0
"2643","GU Problem/Pain","Resp. Disease",0
"2644","Gynecological Emergency","Resp. Disease",0
"2645","Head/Brain Trauma","Resp. Disease",0
"2646","Headache","Resp. Disease",0
"2647","Hemorrhage Minor","Resp. Disease",0
"2648","Hemorrhage/Hypovolemia Major","Resp. Disease",1
"2649","Hypotension Non-Traumatic","Resp. Disease",0
"2650","Inhalation Injury","Resp. Disease",0
"2651","Ischemic Chest Pain","Resp. Disease",5
"2652","Lift Assist (Dispatch Only)","Resp. Disease",0
"2653","Local Allergic Reaction","Resp. Disease",0
"2654","Musk/Skel Trauma","Resp. Disease",0
"2655","MVC (Dispatch Only)","Resp. Disease",0
"2656","Myocardial Infarction(Dx)","Resp. Disease",0
"2657","Newborn/Neonatal","Resp. Disease",0
"2658","Obstetrical Emergency","Resp. Disease",0
"2659","Obstruc./Anatomical/Med/Other","Resp. Disease",0
"2660","Obstruc./Foreign Body","Resp. Disease",0
"2661","Organ Donor","Resp. Disease",0
"2662","Organ Retrieval","Resp. Disease",0
"2663","Other Cardiac","Resp. Disease",0
"2664","Other Medical/Trauma","Resp. Disease",3
"2665","Palpitations","Resp. Disease",0
"2666","Paralysis/Spinal Trauma","Resp. Disease",0
"2667","Poisoning/Toxic Exposure","Resp. Disease",0
"2668","Resp. Arrest","Resp. Disease",0
"2669","Resp. Disease","Resp. Disease",79
"2670","Resp. Distress","Resp. Disease",68
"2671","Seizure/Post Ictal","Resp. Disease",0
"2672","Sepsis (Prev. Dx)","Resp. Disease",0
"2673","Stroke/TIA","Resp. Disease",1
"2674","Syncope","Resp. Disease",0
"2675","Trauma Unknown (Dispatch Only)","Resp. Disease",0
"2676","Traumatic Arrest","Resp. Disease",0
"2677","Treatment - Diagnostic/Return","Resp. Disease",0
"2678","Unconscious","Resp. Disease",0
"2679","Unknown (Dispatch Only)","Resp. Disease",0
"2680","","Resp. Distress",140
"2681","Abdominal Pain NYD","Resp. Distress",3
"2682","Abdominal Trauma","Resp. Distress",0
"2683","Airway Trauma","Resp. Distress",0
"2684","Alcohol Intoxication","Resp. Distress",0
"2685","Altered LOC","Resp. Distress",0
"2686","Anaphylaxis","Resp. Distress",0
"2687","Back Pain","Resp. Distress",0
"2688","Behaviour/Psychiatric","Resp. Distress",0
"2689","Cardiac Trauma","Resp. Distress",1
"2690","Cardiac/Medical Arrest","Resp. Distress",0
"2691","Chest Trauma","Resp. Distress",0
"2692","CHF","Resp. Distress",2
"2693","Confusion/Disorientation","Resp. Distress",1
"2694","Convalescent/Invalid/Return Home","Resp. Distress",1
"2695","Diabetic Emergency","Resp. Distress",1
"2696","Drug Overdose","Resp. Distress",1
"2697","Exposure","Resp. Distress",0
"2698","General Illness/Weakness","Resp. Distress",4
"2699","GI Problems/Pain/Vomiting/Nausea","Resp. Distress",3
"2700","GU Problem/Pain","Resp. Distress",0
"2701","Gynecological Emergency","Resp. Distress",0
"2702","Head/Brain Trauma","Resp. Distress",0
"2703","Headache","Resp. Distress",2
"2704","Hemorrhage Minor","Resp. Distress",0
"2705","Hemorrhage/Hypovolemia Major","Resp. Distress",0
"2706","Hypotension Non-Traumatic","Resp. Distress",0
"2707","Inhalation Injury","Resp. Distress",0
"2708","Ischemic Chest Pain","Resp. Distress",48
"2709","Lift Assist (Dispatch Only)","Resp. Distress",0
"2710","Local Allergic Reaction","Resp. Distress",0
"2711","Musk/Skel Trauma","Resp. Distress",1
"2712","MVC (Dispatch Only)","Resp. Distress",0
"2713","Myocardial Infarction(Dx)","Resp. Distress",0
"2714","Newborn/Neonatal","Resp. Distress",0
"2715","Obstetrical Emergency","Resp. Distress",0
"2716","Obstruc./Anatomical/Med/Other","Resp. Distress",0
"2717","Obstruc./Foreign Body","Resp. Distress",1
"2718","Organ Donor","Resp. Distress",0
"2719","Organ Retrieval","Resp. Distress",0
"2720","Other Cardiac","Resp. Distress",0
"2721","Other Medical/Trauma","Resp. Distress",7
"2722","Palpitations","Resp. Distress",0
"2723","Paralysis/Spinal Trauma","Resp. Distress",0
"2724","Poisoning/Toxic Exposure","Resp. Distress",0
"2725","Resp. Arrest","Resp. Distress",1
"2726","Resp. Disease","Resp. Distress",6
"2727","Resp. Distress","Resp. Distress",860
"2728","Seizure/Post Ictal","Resp. Distress",3
"2729","Sepsis (Prev. Dx)","Resp. Distress",0
"2730","Stroke/TIA","Resp. Distress",3
"2731","Syncope","Resp. Distress",1
"2732","Trauma Unknown (Dispatch Only)","Resp. Distress",0
"2733","Traumatic Arrest","Resp. Distress",0
"2734","Treatment - Diagnostic/Return","Resp. Distress",0
"2735","Unconscious","Resp. Distress",7
"2736","Unknown (Dispatch Only)","Resp. Distress",4
"2737","","Seizure/Post Ictal",44
"2738","Abdominal Pain NYD","Seizure/Post Ictal",0
"2739","Abdominal Trauma","Seizure/Post Ictal",0
"2740","Airway Trauma","Seizure/Post Ictal",0
"2741","Alcohol Intoxication","Seizure/Post Ictal",0
"2742","Altered LOC","Seizure/Post Ictal",2
"2743","Anaphylaxis","Seizure/Post Ictal",0
"2744","Back Pain","Seizure/Post Ictal",0
"2745","Behaviour/Psychiatric","Seizure/Post Ictal",1
"2746","Cardiac Trauma","Seizure/Post Ictal",0
"2747","Cardiac/Medical Arrest","Seizure/Post Ictal",2
"2748","Chest Trauma","Seizure/Post Ictal",0
"2749","CHF","Seizure/Post Ictal",0
"2750","Confusion/Disorientation","Seizure/Post Ictal",0
"2751","Convalescent/Invalid/Return Home","Seizure/Post Ictal",0
"2752","Diabetic Emergency","Seizure/Post Ictal",2
"2753","Drug Overdose","Seizure/Post Ictal",0
"2754","Exposure","Seizure/Post Ictal",0
"2755","General Illness/Weakness","Seizure/Post Ictal",0
"2756","GI Problems/Pain/Vomiting/Nausea","Seizure/Post Ictal",0
"2757","GU Problem/Pain","Seizure/Post Ictal",0
"2758","Gynecological Emergency","Seizure/Post Ictal",0
"2759","Head/Brain Trauma","Seizure/Post Ictal",0
"2760","Headache","Seizure/Post Ictal",0
"2761","Hemorrhage Minor","Seizure/Post Ictal",0
"2762","Hemorrhage/Hypovolemia Major","Seizure/Post Ictal",0
"2763","Hypotension Non-Traumatic","Seizure/Post Ictal",0
"2764","Inhalation Injury","Seizure/Post Ictal",0
"2765","Ischemic Chest Pain","Seizure/Post Ictal",4
"2766","Lift Assist (Dispatch Only)","Seizure/Post Ictal",0
"2767","Local Allergic Reaction","Seizure/Post Ictal",0
"2768","Musk/Skel Trauma","Seizure/Post Ictal",1
"2769","MVC (Dispatch Only)","Seizure/Post Ictal",1
"2770","Myocardial Infarction(Dx)","Seizure/Post Ictal",0
"2771","Newborn/Neonatal","Seizure/Post Ictal",0
"2772","Obstetrical Emergency","Seizure/Post Ictal",0
"2773","Obstruc./Anatomical/Med/Other","Seizure/Post Ictal",0
"2774","Obstruc./Foreign Body","Seizure/Post Ictal",0
"2775","Organ Donor","Seizure/Post Ictal",0
"2776","Organ Retrieval","Seizure/Post Ictal",1
"2777","Other Cardiac","Seizure/Post Ictal",1
"2778","Other Medical/Trauma","Seizure/Post Ictal",4
"2779","Palpitations","Seizure/Post Ictal",0
"2780","Paralysis/Spinal Trauma","Seizure/Post Ictal",0
"2781","Poisoning/Toxic Exposure","Seizure/Post Ictal",0
"2782","Resp. Arrest","Seizure/Post Ictal",0
"2783","Resp. Disease","Seizure/Post Ictal",0
"2784","Resp. Distress","Seizure/Post Ictal",4
"2785","Seizure/Post Ictal","Seizure/Post Ictal",212
"2786","Sepsis (Prev. Dx)","Seizure/Post Ictal",0
"2787","Stroke/TIA","Seizure/Post Ictal",2
"2788","Syncope","Seizure/Post Ictal",5
"2789","Trauma Unknown (Dispatch Only)","Seizure/Post Ictal",0
"2790","Traumatic Arrest","Seizure/Post Ictal",0
"2791","Treatment - Diagnostic/Return","Seizure/Post Ictal",0
"2792","Unconscious","Seizure/Post Ictal",16
"2793","Unknown (Dispatch Only)","Seizure/Post Ictal",3
"2794","","Stroke/TIA",24
"2795","Abdominal Pain NYD","Stroke/TIA",0
"2796","Abdominal Trauma","Stroke/TIA",0
"2797","Airway Trauma","Stroke/TIA",0
"2798","Alcohol Intoxication","Stroke/TIA",0
"2799","Altered LOC","Stroke/TIA",2
"2800","Anaphylaxis","Stroke/TIA",0
"2801","Back Pain","Stroke/TIA",0
"2802","Behaviour/Psychiatric","Stroke/TIA",0
"2803","Cardiac Trauma","Stroke/TIA",0
"2804","Cardiac/Medical Arrest","Stroke/TIA",0
"2805","Chest Trauma","Stroke/TIA",0
"2806","CHF","Stroke/TIA",0
"2807","Confusion/Disorientation","Stroke/TIA",5
"2808","Convalescent/Invalid/Return Home","Stroke/TIA",0
"2809","Diabetic Emergency","Stroke/TIA",1
"2810","Drug Overdose","Stroke/TIA",1
"2811","Exposure","Stroke/TIA",0
"2812","General Illness/Weakness","Stroke/TIA",3
"2813","GI Problems/Pain/Vomiting/Nausea","Stroke/TIA",0
"2814","GU Problem/Pain","Stroke/TIA",0
"2815","Gynecological Emergency","Stroke/TIA",0
"2816","Head/Brain Trauma","Stroke/TIA",0
"2817","Headache","Stroke/TIA",1
"2818","Hemorrhage Minor","Stroke/TIA",0
"2819","Hemorrhage/Hypovolemia Major","Stroke/TIA",0
"2820","Hypotension Non-Traumatic","Stroke/TIA",0
"2821","Inhalation Injury","Stroke/TIA",0
"2822","Ischemic Chest Pain","Stroke/TIA",2
"2823","Lift Assist (Dispatch Only)","Stroke/TIA",0
"2824","Local Allergic Reaction","Stroke/TIA",0
"2825","Musk/Skel Trauma","Stroke/TIA",0
"2826","MVC (Dispatch Only)","Stroke/TIA",0
"2827","Myocardial Infarction(Dx)","Stroke/TIA",0
"2828","Newborn/Neonatal","Stroke/TIA",0
"2829","Obstetrical Emergency","Stroke/TIA",0
"2830","Obstruc./Anatomical/Med/Other","Stroke/TIA",0
"2831","Obstruc./Foreign Body","Stroke/TIA",0
"2832","Organ Donor","Stroke/TIA",0
"2833","Organ Retrieval","Stroke/TIA",0
"2834","Other Cardiac","Stroke/TIA",1
"2835","Other Medical/Trauma","Stroke/TIA",6
"2836","Palpitations","Stroke/TIA",0
"2837","Paralysis/Spinal Trauma","Stroke/TIA",0
"2838","Poisoning/Toxic Exposure","Stroke/TIA",0
"2839","Resp. Arrest","Stroke/TIA",0
"2840","Resp. Disease","Stroke/TIA",0
"2841","Resp. Distress","Stroke/TIA",7
"2842","Seizure/Post Ictal","Stroke/TIA",5
"2843","Sepsis (Prev. Dx)","Stroke/TIA",0
"2844","Stroke/TIA","Stroke/TIA",109
"2845","Syncope","Stroke/TIA",1
"2846","Trauma Unknown (Dispatch Only)","Stroke/TIA",1
"2847","Traumatic Arrest","Stroke/TIA",0
"2848","Treatment - Diagnostic/Return","Stroke/TIA",0
"2849","Unconscious","Stroke/TIA",11
"2850","Unknown (Dispatch Only)","Stroke/TIA",1
"2851","","Syncope",34
"2852","Abdominal Pain NYD","Syncope",1
"2853","Abdominal Trauma","Syncope",0
"2854","Airway Trauma","Syncope",0
"2855","Alcohol Intoxication","Syncope",0
"2856","Altered LOC","Syncope",2
"2857","Anaphylaxis","Syncope",1
"2858","Back Pain","Syncope",0
"2859","Behaviour/Psychiatric","Syncope",0
"2860","Cardiac Trauma","Syncope",0
"2861","Cardiac/Medical Arrest","Syncope",5
"2862","Chest Trauma","Syncope",0
"2863","CHF","Syncope",0
"2864","Confusion/Disorientation","Syncope",1
"2865","Convalescent/Invalid/Return Home","Syncope",0
"2866","Diabetic Emergency","Syncope",0
"2867","Drug Overdose","Syncope",0
"2868","Exposure","Syncope",1
"2869","General Illness/Weakness","Syncope",3
"2870","GI Problems/Pain/Vomiting/Nausea","Syncope",0
"2871","GU Problem/Pain","Syncope",0
"2872","Gynecological Emergency","Syncope",0
"2873","Head/Brain Trauma","Syncope",0
"2874","Headache","Syncope",0
"2875","Hemorrhage Minor","Syncope",1
"2876","Hemorrhage/Hypovolemia Major","Syncope",1
"2877","Hypotension Non-Traumatic","Syncope",0
"2878","Inhalation Injury","Syncope",0
"2879","Ischemic Chest Pain","Syncope",11
"2880","Lift Assist (Dispatch Only)","Syncope",1
"2881","Local Allergic Reaction","Syncope",0
"2882","Musk/Skel Trauma","Syncope",1
"2883","MVC (Dispatch Only)","Syncope",0
"2884","Myocardial Infarction(Dx)","Syncope",0
"2885","Newborn/Neonatal","Syncope",0
"2886","Obstetrical Emergency","Syncope",1
"2887","Obstruc./Anatomical/Med/Other","Syncope",0
"2888","Obstruc./Foreign Body","Syncope",0
"2889","Organ Donor","Syncope",0
"2890","Organ Retrieval","Syncope",0
"2891","Other Cardiac","Syncope",1
"2892","Other Medical/Trauma","Syncope",13
"2893","Palpitations","Syncope",0
"2894","Paralysis/Spinal Trauma","Syncope",0
"2895","Poisoning/Toxic Exposure","Syncope",0
"2896","Resp. Arrest","Syncope",0
"2897","Resp. Disease","Syncope",0
"2898","Resp. Distress","Syncope",5
"2899","Seizure/Post Ictal","Syncope",6
"2900","Sepsis (Prev. Dx)","Syncope",0
"2901","Stroke/TIA","Syncope",9
"2902","Syncope","Syncope",109
"2903","Trauma Unknown (Dispatch Only)","Syncope",1
"2904","Traumatic Arrest","Syncope",0
"2905","Treatment - Diagnostic/Return","Syncope",0
"2906","Unconscious","Syncope",45
"2907","Unknown (Dispatch Only)","Syncope",4
"2908","","Traumatic Arrest",1
"2909","Abdominal Pain NYD","Traumatic Arrest",0
"2910","Abdominal Trauma","Traumatic Arrest",0
"2911","Airway Trauma","Traumatic Arrest",0
"2912","Alcohol Intoxication","Traumatic Arrest",0
"2913","Altered LOC","Traumatic Arrest",0
"2914","Anaphylaxis","Traumatic Arrest",0
"2915","Back Pain","Traumatic Arrest",0
"2916","Behaviour/Psychiatric","Traumatic Arrest",0
"2917","Cardiac Trauma","Traumatic Arrest",0
"2918","Cardiac/Medical Arrest","Traumatic Arrest",0
"2919","Chest Trauma","Traumatic Arrest",0
"2920","CHF","Traumatic Arrest",0
"2921","Confusion/Disorientation","Traumatic Arrest",0
"2922","Convalescent/Invalid/Return Home","Traumatic Arrest",0
"2923","Diabetic Emergency","Traumatic Arrest",0
"2924","Drug Overdose","Traumatic Arrest",0
"2925","Exposure","Traumatic Arrest",0
"2926","General Illness/Weakness","Traumatic Arrest",0
"2927","GI Problems/Pain/Vomiting/Nausea","Traumatic Arrest",0
"2928","GU Problem/Pain","Traumatic Arrest",0
"2929","Gynecological Emergency","Traumatic Arrest",0
"2930","Head/Brain Trauma","Traumatic Arrest",0
"2931","Headache","Traumatic Arrest",0
"2932","Hemorrhage Minor","Traumatic Arrest",0
"2933","Hemorrhage/Hypovolemia Major","Traumatic Arrest",0
"2934","Hypotension Non-Traumatic","Traumatic Arrest",0
"2935","Inhalation Injury","Traumatic Arrest",0
"2936","Ischemic Chest Pain","Traumatic Arrest",0
"2937","Lift Assist (Dispatch Only)","Traumatic Arrest",0
"2938","Local Allergic Reaction","Traumatic Arrest",0
"2939","Musk/Skel Trauma","Traumatic Arrest",0
"2940","MVC (Dispatch Only)","Traumatic Arrest",2
"2941","Myocardial Infarction(Dx)","Traumatic Arrest",0
"2942","Newborn/Neonatal","Traumatic Arrest",0
"2943","Obstetrical Emergency","Traumatic Arrest",0
"2944","Obstruc./Anatomical/Med/Other","Traumatic Arrest",0
"2945","Obstruc./Foreign Body","Traumatic Arrest",0
"2946","Organ Donor","Traumatic Arrest",0
"2947","Organ Retrieval","Traumatic Arrest",0
"2948","Other Cardiac","Traumatic Arrest",0
"2949","Other Medical/Trauma","Traumatic Arrest",1
"2950","Palpitations","Traumatic Arrest",0
"2951","Paralysis/Spinal Trauma","Traumatic Arrest",0
"2952","Poisoning/Toxic Exposure","Traumatic Arrest",0
"2953","Resp. Arrest","Traumatic Arrest",0
"2954","Resp. Disease","Traumatic Arrest",0
"2955","Resp. Distress","Traumatic Arrest",0
"2956","Seizure/Post Ictal","Traumatic Arrest",0
"2957","Sepsis (Prev. Dx)","Traumatic Arrest",0
"2958","Stroke/TIA","Traumatic Arrest",0
"2959","Syncope","Traumatic Arrest",0
"2960","Trauma Unknown (Dispatch Only)","Traumatic Arrest",0
"2961","Traumatic Arrest","Traumatic Arrest",6
"2962","Treatment - Diagnostic/Return","Traumatic Arrest",0
"2963","Unconscious","Traumatic Arrest",0
"2964","Unknown (Dispatch Only)","Traumatic Arrest",0
"2965","","Treatment - Diagnostic/Return",5
"2966","Abdominal Pain NYD","Treatment - Diagnostic/Return",0
"2967","Abdominal Trauma","Treatment - Diagnostic/Return",0
"2968","Airway Trauma","Treatment - Diagnostic/Return",0
"2969","Alcohol Intoxication","Treatment - Diagnostic/Return",0
"2970","Altered LOC","Treatment - Diagnostic/Return",1
"2971","Anaphylaxis","Treatment - Diagnostic/Return",0
"2972","Back Pain","Treatment - Diagnostic/Return",0
"2973","Behaviour/Psychiatric","Treatment - Diagnostic/Return",0
"2974","Cardiac Trauma","Treatment - Diagnostic/Return",0
"2975","Cardiac/Medical Arrest","Treatment - Diagnostic/Return",0
"2976","Chest Trauma","Treatment - Diagnostic/Return",0
"2977","CHF","Treatment - Diagnostic/Return",0
"2978","Confusion/Disorientation","Treatment - Diagnostic/Return",0
"2979","Convalescent/Invalid/Return Home","Treatment - Diagnostic/Return",0
"2980","Diabetic Emergency","Treatment - Diagnostic/Return",0
"2981","Drug Overdose","Treatment - Diagnostic/Return",0
"2982","Exposure","Treatment - Diagnostic/Return",0
"2983","General Illness/Weakness","Treatment - Diagnostic/Return",0
"2984","GI Problems/Pain/Vomiting/Nausea","Treatment - Diagnostic/Return",0
"2985","GU Problem/Pain","Treatment - Diagnostic/Return",0
"2986","Gynecological Emergency","Treatment - Diagnostic/Return",0
"2987","Head/Brain Trauma","Treatment - Diagnostic/Return",0
"2988","Headache","Treatment - Diagnostic/Return",0
"2989","Hemorrhage Minor","Treatment - Diagnostic/Return",0
"2990","Hemorrhage/Hypovolemia Major","Treatment - Diagnostic/Return",0
"2991","Hypotension Non-Traumatic","Treatment - Diagnostic/Return",0
"2992","Inhalation Injury","Treatment - Diagnostic/Return",0
"2993","Ischemic Chest Pain","Treatment - Diagnostic/Return",2
"2994","Lift Assist (Dispatch Only)","Treatment - Diagnostic/Return",0
"2995","Local Allergic Reaction","Treatment - Diagnostic/Return",0
"2996","Musk/Skel Trauma","Treatment - Diagnostic/Return",0
"2997","MVC (Dispatch Only)","Treatment - Diagnostic/Return",0
"2998","Myocardial Infarction(Dx)","Treatment - Diagnostic/Return",0
"2999","Newborn/Neonatal","Treatment - Diagnostic/Return",0
"3000","Obstetrical Emergency","Treatment - Diagnostic/Return",0
"3001","Obstruc./Anatomical/Med/Other","Treatment - Diagnostic/Return",0
"3002","Obstruc./Foreign Body","Treatment - Diagnostic/Return",0
"3003","Organ Donor","Treatment - Diagnostic/Return",0
"3004","Organ Retrieval","Treatment - Diagnostic/Return",0
"3005","Other Cardiac","Treatment - Diagnostic/Return",0
"3006","Other Medical/Trauma","Treatment - Diagnostic/Return",0
"3007","Palpitations","Treatment - Diagnostic/Return",0
"3008","Paralysis/Spinal Trauma","Treatment - Diagnostic/Return",0
"3009","Poisoning/Toxic Exposure","Treatment - Diagnostic/Return",0
"3010","Resp. Arrest","Treatment - Diagnostic/Return",0
"3011","Resp. Disease","Treatment - Diagnostic/Return",0
"3012","Resp. Distress","Treatment - Diagnostic/Return",2
"3013","Seizure/Post Ictal","Treatment - Diagnostic/Return",0
"3014","Sepsis (Prev. Dx)","Treatment - Diagnostic/Return",0
"3015","Stroke/TIA","Treatment - Diagnostic/Return",0
"3016","Syncope","Treatment - Diagnostic/Return",0
"3017","Trauma Unknown (Dispatch Only)","Treatment - Diagnostic/Return",0
"3018","Traumatic Arrest","Treatment - Diagnostic/Return",0
"3019","Treatment - Diagnostic/Return","Treatment - Diagnostic/Return",16
"3020","Unconscious","Treatment - Diagnostic/Return",0
"3021","Unknown (Dispatch Only)","Treatment - Diagnostic/Return",0
"3022","","Unconscious",13
"3023","Abdominal Pain NYD","Unconscious",0
"3024","Abdominal Trauma","Unconscious",0
"3025","Airway Trauma","Unconscious",0
"3026","Alcohol Intoxication","Unconscious",0
"3027","Altered LOC","Unconscious",0
"3028","Anaphylaxis","Unconscious",0
"3029","Back Pain","Unconscious",0
"3030","Behaviour/Psychiatric","Unconscious",0
"3031","Cardiac Trauma","Unconscious",0
"3032","Cardiac/Medical Arrest","Unconscious",2
"3033","Chest Trauma","Unconscious",0
"3034","CHF","Unconscious",0
"3035","Confusion/Disorientation","Unconscious",0
"3036","Convalescent/Invalid/Return Home","Unconscious",0
"3037","Diabetic Emergency","Unconscious",1
"3038","Drug Overdose","Unconscious",1
"3039","Exposure","Unconscious",0
"3040","General Illness/Weakness","Unconscious",0
"3041","GI Problems/Pain/Vomiting/Nausea","Unconscious",1
"3042","GU Problem/Pain","Unconscious",0
"3043","Gynecological Emergency","Unconscious",0
"3044","Head/Brain Trauma","Unconscious",0
"3045","Headache","Unconscious",0
"3046","Hemorrhage Minor","Unconscious",0
"3047","Hemorrhage/Hypovolemia Major","Unconscious",0
"3048","Hypotension Non-Traumatic","Unconscious",0
"3049","Inhalation Injury","Unconscious",0
"3050","Ischemic Chest Pain","Unconscious",0
"3051","Lift Assist (Dispatch Only)","Unconscious",0
"3052","Local Allergic Reaction","Unconscious",0
"3053","Musk/Skel Trauma","Unconscious",0
"3054","MVC (Dispatch Only)","Unconscious",0
"3055","Myocardial Infarction(Dx)","Unconscious",0
"3056","Newborn/Neonatal","Unconscious",0
"3057","Obstetrical Emergency","Unconscious",1
"3058","Obstruc./Anatomical/Med/Other","Unconscious",0
"3059","Obstruc./Foreign Body","Unconscious",0
"3060","Organ Donor","Unconscious",0
"3061","Organ Retrieval","Unconscious",0
"3062","Other Cardiac","Unconscious",0
"3063","Other Medical/Trauma","Unconscious",3
"3064","Palpitations","Unconscious",0
"3065","Paralysis/Spinal Trauma","Unconscious",0
"3066","Poisoning/Toxic Exposure","Unconscious",0
"3067","Resp. Arrest","Unconscious",0
"3068","Resp. Disease","Unconscious",0
"3069","Resp. Distress","Unconscious",5
"3070","Seizure/Post Ictal","Unconscious",1
"3071","Sepsis (Prev. Dx)","Unconscious",0
"3072","Stroke/TIA","Unconscious",1
"3073","Syncope","Unconscious",0
"3074","Trauma Unknown (Dispatch Only)","Unconscious",1
"3075","Traumatic Arrest","Unconscious",1
"3076","Treatment - Diagnostic/Return","Unconscious",0
"3077","Unconscious","Unconscious",66
"3078","Unknown (Dispatch Only)","Unconscious",3
